아이디,한자,구자,부수,총획,학년,추가연도,삭제연도,발음,훈음,뜻
1909,漫,,水,14,S,,,マン,흩어질 만,1.넓다 2.널리퍼지다 3.제멋대로 4.맺힌데가없음 5.마음이내키는대로
1910,未,,木,5,4,,,ミ,아닐 미,1.아직때가되지않음 2.아직그일이실현되지않음 3.십이지(十二支)의여덟째 4.미 5.양
1911,味,,口,8,3,,,ミ、あじ、あじ-わう,맛 미,1.맛 2.(음식의)맛 3.멋 4.(꽤)멋있음 5.그럴싸함
1912,魅,,鬼,15,S,,,ミ,매혹할 매,1.도깨비 2.홀리다 3.요괴
1913,岬,,山,8,S,1981,,みさき,곶 갑,1.갑 2.곶
1914,密,,宀,11,6,,,ミツ,빽빽할 밀,1.조밀 2.면밀 3.친밀 4.비밀
1915,蜜,,虫,14,S,2010,,ミツ,꿀 밀,꿀
1916,脈,,肉,10,5,,,ミャク,줄기 맥,
1917,妙,,女,7,S,,,ミョウ,묘할 묘,1.아름답다 2.능숙하다 3.좋다 4.야릇하다 5.불가사의
1918,民,,氏,5,4,,,ミン、たみ,백성 민,1.국가·사회의구성원 2.사람 3.관직에있지않은사람 4.백성
1919,眠,,目,10,S,,,ミン、ねむ-る、ねむ-い,잘 면,1.잠자다 2.죽다
1920,矛,,矛,5,S,,,ム、ほこ,창 모,
1921,務,,力,11,5,,,ム、つと-める、つと-まる,힘쓸 무,1.근무하다 2.직무
1922,無,,火,12,4,,,ム、ブ、な-い,없을 무,1.무 2.헛수고 3.없음 4.헛일
1923,夢,,夕,13,5,,,ム、ゆめ,꿈 몽,1.꿈 2.(잠잘때꾸는)꿈 3.헛됨 4.포부 5.망상
1924,霧,,雨,19,S,,,ム、きり,안개 무,1.안개 2.안개같이내뿜는물이나액체
1925,娘,,女,10,S,,,むすめ,여자 낭,1.딸 2.처녀
1926,名,,口,6,1,,,メイ、ミョウ、な,이름 명,1.이름 2.명칭 3.성명 4.(성에대한)이름 5.명성
1927,命,,口,8,3,,,メイ、ミョウ、いのち,목숨 명,1.목숨 2.명 3.(가장소중한것에대한비유로서의)생명 4.생명 5.수명
1928,明,,日,8,2,,,メイ、ミョウ、あ-かり、あか-るい、あか-るむ、あか-らむ、あき-らか、あ-ける、あ-く、あ-くる、あ-かす,밝을 명,1.분명하다 2.밝다 3.투명하다 4.청아함 5.총명하다
1929,迷,,辵,9,5,,,メイ、まよ-う,미혹할 미,1.길을잃다 2.마음을빼앗기다 3.결단력이없다 4.헷갈리게하다 5.밝지않다
1930,冥,,冖,10,S,2010,,メイ、ミョウ,어두울 명,1.빛이어둡다 2.도리에어둡다 3.저승 4.깊숙하다 5.신불(神佛)의작용
1931,盟,,皿,13,6,,,メイ,맹세 맹,맹세하다
1932,銘,,金,14,S,,,メイ,새길 명,1.(금속·기물등에내력등을새긴)글 2.(기물에새겨넣은)제작자의이름 3.뛰어난기물·차·술등에붙이는이름 4.경계하는글
1933,鳴,,鳥,14,2,,,メイ、な-く、な-る、な-らす,울 명,1.(새·짐승따위가)울다 2.소리가나다 3.울리다
1934,滅,,水,13,S,,,メツ、ほろ-びる、ほろ-ぼす,꺼질/ 멸할 멸,1.망하다 2.없애다 3.불이꺼지다 4.죽다 5.멸망시키다
1935,免,免,儿,8,S,,,メン、まぬか-れる,면할 면,1.피하다 2.허가하다 3.면제하다 4.죄를면하다 5.해직하다
1936,面,,面,9,3,,,メン、おも、おもて、つら,낮 면,1.얼굴 2.겉 3.방향 4.탈 5.(검도등에서)얼굴을가리는방구
1937,綿,,糸,14,5,,,メン、わた,솜 면,1.목화 2.길게이어지다 3.얽히다 4.세밀하다
1938,麺,麵,麥,16,S,2010,,メン,밀가루 면,1.밀가루 2.면 3.우동가루 4.가루를반죽하여가늘고길게썬식품 5.우동‧국수등의총칭
1939,茂,,艸,8,S,,,モ、しげ-る,무성할 무,1.무성하다 2.뛰어나다
1940,模,,木,14,6,,,モ、ボ,본뜰 모,1.틀 2.본보기 3.본뜨다 4.더듬다 5.모양
1941,毛,,毛,4,2,,,モウ、け,터럭 모,1.털 2.머리카락 3.(새의)깃털 4.양모 5.(말의)털빛
1942,妄,,女,6,S,1981,,モウ、ボウ,망령될 망,1.사리에어긋남 2.함부로 3.엉터리 4.까닭없이 5.거짓
1943,盲,,目,8,S,,,モウ,소경/ 눈 멀 맹,1.눈이멂 2.소경 3.구별할줄모르다 4.글자를모르다 5.사리를모르다
1944,耗,,耒,10,S,,,モウ、（コウ）,소모할 모,1.줄다 2.다하다 3.흐트러지다 4.약해지다 5.줄이다
1945,猛,,犬,11,S,,,モウ,사나울 맹,1.거칠다 2.용맹스럽다 3.격렬하다 4.사납다
1946,網,,糸,14,S,,,モウ、あみ,그물 망,1.그물 2.법률 3.그물처럼생긴것 4.그물을쳐서잡다 5.법
1947,目,,目,5,1,,,モク、（ボク）、め、（ま）,눈 목,
1948,黙,默,黑,15,S,,,モク、だま-る,잠잠할 묵,1.침묵하다 2.말이적다 3.모르는체하다 4.말을하지않다
1949,門,,門,8,2,,,モン、かど,문 문,1.(건물의)문 2.(학문등의)문하(門下) 3.(개념상의)문 4.(생물분류학상의한단위의)문
1950,紋,,糸,10,S,,,モン,무늬 문,1.무늬 2.가문(家紋)
1951,問,,口,11,3,,,モン、と-う、と-い、（とん）,물을 문,1.묻다 2.문책하다 3.방문하다 4.위로하다 5.상담하다
1952,冶,,冫,7,S,2010,,ヤ,불릴 야,1.주조하다 2.제련(製鍊)하다 3.(심신을)닦다 4.요염하다 5.(쇠를)불리다
1953,夜,,夕,8,2,,,ヤ、よ、よる,밤 야,밤
1954,野,,里,11,2,,,ヤ、の,들 야,1.들 2.(야생임을나타내는)들 3.들판 4.산
1955,弥,彌,弓,8,S,2010,,や,미륵 미,1.널리퍼지다 2.지속되다 3.점점 4.임시변통하다 5.범어의음역자
1956,厄,,厂,4,S,1981,,ヤク,액 액,
1957,役,,彳,7,3,,,ヤク、エキ,부릴 역,1.직책 2.(연극등에서)역 3.높은지위 4.(마작·화투등에서)득점이되는일정한패를갖춤 5.직무
1958,約,,糸,9,4,,,ヤク,맺을 약,1.약속 2.생략 3.나눗셈 4.약음 5.'約音やくおん'의준말
1959,訳,譯,言,11,6,,,ヤク、わけ,번역할 역,
1960,薬,藥,艸,16,3,,,ヤク、くすり,약 약,1.약 2.(비유적으로)약 3.유약(釉藥) 4.화약 5.잿물
1961,躍,,足,21,S,,,ヤク、おど-る,뛸 약,1.춤추다 2.약동하다 3.뛰어오르다
1962,闇,,門,17,S,2010,,やみ,숨을 암,1.어둠 2.분별을잃음 3.(마음이)산란함 4.(앞길이)캄캄함 5.암거래
1963,由,,田,5,3,,,ユ、ユウ、（ユイ）、よし,말미암을 유,1.이유 2.취지 3.방법 4.…(이)라고하니 5.사정
1964,油,,水,8,3,,,ユ、あぶら,기름 유,
1965,喩,,口,12,S,2010,,ユ,비유할 유,
1966,愉,,心,12,S,,,ユ,즐거울 유,즐겁다
1967,諭,,言,16,S,,,ユ、さと-す,타이를 유,1.타이르다 2.교도하다 3.임금이백성에게유시(諭示)하다 4.비유하다
1968,輸,,車,16,5,,,ユ,보낼 수,1.보내다 2.지다 3.운반하다
1969,癒,,疒,18,S,1981,,ユ、い-える、い-やす,병 나을 유,1.병이낫다 2.고치다
1970,唯,,口,11,S,,,ユイ、（イ）,오직 유,
1971,友,,又,4,2,,,ユウ、とも,벗 우,1.친구 2.…을벗삼다 3.벗
1972,有,,月,6,3,,,ユウ、ウ、あ-る,있을 유,1.있다 2.갖다 3.또그위에 4.존재하다
1973,勇,,力,9,4,,,ユウ、いさ-む,날랠 용,1.씩씩하다 2.깨끗하다
1974,幽,,幺,9,S,,,ユウ,그윽할 유,1.조용하고깊숙하다 2.깊숙하고어둡다 3.희미함 4.숨다 5.유폐하다
1975,悠,,心,11,S,1981,,ユウ,유유자적할 유,1.멀다 2.마음이느긋하다 3.끝이없다
1976,郵,,邑,11,6,,,ユウ,우편 우,1.역참(宿駅;しゅくえき) 2.｢郵便ゆうびん｣ ‧｢郵政ゆうせい｣의준말
1977,湧,,水,12,S,2010,,ユウ、わ-く,물 솟을 용,
1978,猶,,犬,12,S,,,ユウ,오히려 유,
1979,裕,,衣,12,S,,,ユウ,넉넉할 유,1.넉넉하다 2.너그럽다 3.여유
1980,遊,,辵,12,3,,,ユウ、（ユ）、あそ-ぶ,놀 유,1.놀다 2.들에놀러가다 3.여행하다 4.사귀다 5.소속이없는것
1981,雄,,隹,12,S,,,ユウ、お、おす,수컷 웅,
1982,誘,,言,14,S,,,ユウ、さそ-う,꾈 유,1.권하다 2.인도하다 3.유인하다 4.유괴하다 5.유혹하다
1983,憂,,心,15,S,,,ユウ、うれ-える、うれ-い、う-い,근심 우,1.걱정하다 2.슬퍼하다
1984,融,,虫,16,S,,,ユウ,녹을 융,1.녹다 2.통하다 3.화합하다 4.녹이다 5.유통하다
1985,優,,人,17,6,,,ユウ、やさ-しい、すぐ-れる,넉넉할 우,1.(성적이)우 2.우아함
1986,与,與,臼,3,S,,,ヨ、あた-える,더불/ 줄 여,1.주다 2.한패가되다 3.관여하다 4.한동아리가되다 5.참여하다
1987,予,豫,豕,4,3,,,ヨ,미리 예,1.미리 2.주다 3.즐기다 4.질병 5.꾸물거리다
1988,余,餘,食,7,5,,,ヨ、あま-る、あま-す,나/ 남을 여,1.그밖(이외) 2.우수리 3.나
1989,誉,譽,言,13,S,,,ヨ、ほま-れ,기릴/ 명예 예,1.칭찬하다 2.명예 3.좋은평판
1990,預,,頁,13,6,,,ヨ、あず-ける、あず-かる,맡길/ 미리 예,1.미리 2.맡기다 3.맡다 4.미리해둠 5.남의것을보관하다
1991,幼,,幺,5,6,,,ヨウ、おさな-い,어릴 유,1.어리다 2.지식·기술이미숙함 3.어린아이
1992,用,,用,5,2,,,ヨウ、もち-いる,쓸 용,1.일 2.소용 3.대소변 4.용건 5.쓸모
1993,羊,,羊,6,3,,,ヨウ、ひつじ,양 양,
1994,妖,,女,7,S,2010,,ヨウ、あや-しい,아리따울 요,1.곱다 2.요사하다 3.요귀 4.요염하다 5.귀신
1995,洋,,水,9,3,,,ヨウ,큰 바다 양,1.양 2.동·서양 3.서양(식)
1996,要,,襾,9,4,,,ヨウ、かなめ、い-る,요긴할 요,1.가장중요한부분 2.매듭짓다 3.요구하다 4.매복하고기다림 5.사북
1997,容,,宀,10,5,,,ヨウ,모양 용,
1998,庸,,广,11,S,,,ヨウ,떳떳할 용,1.사람을쓰다 2.고용하다 3.보통 4.치우치지않다 5.세제(稅制)의하나
1999,揚,,手,12,S,,,ヨウ、あ-げる、あ-がる,날릴 양,1.높이올리다 2.나타내다 3.소리를높이다 4.떠오르다 5.칭찬하다
2000,揺,搖,手,12,S,,,ヨウ、ゆ-れる、ゆ-る、ゆ-らぐ、ゆ-るぐ、ゆ-する、ゆ-さぶる、ゆ-すぶる,흔들 요,
2001,葉,,艸,12,3,,,ヨウ、は,잎 엽,잎
2002,陽,,阜,12,3,,,ヨウ,볕 양,1.해 2.양지 3.역학(易學)용어로음에대한양 4.속이다 5.양극
2003,溶,,水,13,S,,,ヨウ、と-ける、と-かす、と-く,녹을 용,1.물이세차게흐름 2.물에녹다 3.금속등이녹아액체가되다 4.서서히변하다 5.녹이다
2004,腰,,肉,13,S,,,ヨウ、こし,허리 요,1.(인체의)허리 2.(옷의)허리부분 3.(사물의)허리 4.短歌たんか의셋째구 5.말허리를꺾다
2005,様,樣,木,14,3,,,ヨウ、さま,모양 양,1.모양 2.모습 3.<고어>당신 4.상태 5.그분
2006,瘍,,疒,14,S,2010,,ヨウ,헐 양,
2007,踊,,足,14,S,,,ヨウ、おど-る、おど-り,뛸 용,1.뛰어오르다 2.춤추다 3.뛰어다니다
2008,窯,,穴,15,S,,,ヨウ、かま,기와 가마 요,가마
2009,養,,食,15,4,,,ヨウ、やしな-う,기를 양,1.기르다 2.보살피다 3.사육하다 4.마음을윤택하게하다 5.병을고치다
2010,擁,,手,16,S,,,ヨウ,낄 옹,1.안다 2.지키다 3.막다 4.껴안다 5.감싸주다
2011,謡,謠,言,16,S,,,ヨウ、うたい、うた-う,노래 요,1.能のう·狂言きょうげん 2.또는거기에가까운예능의가창
2012,曜,,日,18,2,,,ヨウ,빛날 요,1.햇빛이아름답게빛나다 2.천체(일월성신)의총칭 3.요일
2013,抑,,手,7,S,,,ヨク、おさ-える,누를 억,1.처음 2.도대체 3.그렇지않으면 4.시초 5.원래
2014,沃,,水,7,S,2010,,ヨク,물 댈 옥,(慣用音かんようおん은ヨウ) ｢沃度(ヨード)｣의준말
2015,浴,,水,10,4,,,ヨク、あ-びる、あ-びせる,목욕할 욕,1.물로몸을씻다 2.목욕하다 3.온몸을담그다 4.은혜를입다 5.쬐다
2016,欲,,欠,11,6,,,ヨク、ほっ-する、ほ-しい,하고자 할 욕,1.바라다 2.욕심부리다 3.욕심 4.끝없는욕심
2017,翌,,羽,11,6,,,ヨク,다음날 익,다음
2018,翼,,羽,17,S,,,ヨク、つばさ,날개 익,1.(새의)날개 2.(비행기의)날개 3.(변하여)비행기
2019,拉,,手,8,S,2010,,ラ,끌 랍,｢拉丁(ラテン)｣의준말
2020,裸,,衣,13,S,,,ラ、はだか,벗을 라,1.알몸 2.알… 3.무일푼 4.나체 5.벌거숭이
2021,羅,,网,19,S,1981,,ラ,벌일 라,1.그물 2.그물로잡다 3.줄지어잇닿다 4.얇은천 5.옷
2022,来,來,人,7,2,,,ライ、く-る、きた-る、きた-す,올 래,1.오다 2.오게하다 3.지금까지 4.그후 5.당초부터
2023,雷,,雨,13,S,,,ライ、かみなり,우레 뢰,1.천둥 2.벼락
2024,頼,賴,貝,16,S,,,ライ、たの-む、たの-もしい、たよ-る,의뢰할 뢰,1.의뢰하다 2.의지하다 3.힘입다
2025,絡,,糸,12,S,,,ラク、から-む、から-まる、から-める,이을/얽을 락,1.두르다 2.잇다 3.꿰다 4.싸다 5.이어지다
2026,落,,艸,12,3,,,ラク、お-ちる、お-とす,떨어질 락,1.잎이나꽃이지다 2.떨어뜨리다 3.손에들어오다 4.패하다 5.뒤떨어지다
2027,酪,,酉,13,S,,,ラク,쇠젖 락,1.소·염소젖을발효시켜만든음료 2.밀크류 3.乾酪チーズ치즈·牛酪バター버터
2028,辣,,辛,14,S,2010,,ラツ,매울 랄,1.심하다 2.굉장하다 3.비참하다
2029,乱,亂,乙,7,6,,,ラン、みだ-れる、みだ-す,어지러울 란,1.어지러워지다 2.마음이어지럽다 3.소란 4.난잡하다 5.난폭하다
2030,卵,,卩,7,6,,,ラン、たまご,알 란,1.(새·물고기·벌레등의)알 2.계란 3.(비유적으로)햇병아리 4.아직제구실을못하는수련생
2031,覧,覽,見,17,6,,,ラン,볼 람,1.넓게보다 2.잘보다 3.멀리보다
2032,濫,,水,18,S,,,ラン,넘칠 람,1.물이넘쳐흐르다 2.함부로 3.물에띄우다 4.마구
2033,藍,,艸,18,S,2010,,ラン、あい,쪽 람,1.쪽 2.쪽물감 3.쪽빛 4.남색(藍色)
2034,欄,欄,木,20,S,,,ラン,난간 란,1.난간 2.울타리 3.(신문·잡지의)난 4.칸막이
2035,吏,,口,6,S,,,リ,관리 리,관리
2036,利,,刀,7,4,,,リ、き-く,이로울 리,1.편리 2.이익 3.｢利子りし｣ ‧｢利息りそく｣의준말 4.유리 5.이득
2037,里,,里,7,2,,,リ、さと,마을 리,
2038,理,,玉,11,2,,,リ,다스릴 리,1.다듬다 2.처리하다 3.윤리 4.사리 5.원리
2039,痢,,疒,12,S,,,リ,설사 리,설사
2040,裏,,衣,13,6,,,リ、うら,속 리,1.표면과반대인감춰져있는쪽(에있는것) 2.기준과다른것 3.한쌍을이루는것의두번째것 4.뒤 5.안쪽
2041,履,,尸,15,S,,,リ、は-く,밟을 리,
2042,璃,,玉,15,S,2010,,リ,유리 리,1.유리(瑠璃) 2.류리(琉璃) 3.'ガラス'의옛명칭 4.수정류(水晶類) 5.칠보의하나
2043,離,,隹,19,S,,,リ、はな-れる、はな-す,떠날 리,1.떨어지다 2.헤어지다 3.분리하다 4.흩어지다 5.사이가나빠지다
2044,陸,,阜,11,4,,,リク,뭍 륙,1.뭍 2.지표가물에닿지않는부분 3.｢陸奥国むつのくに｣의준말 4.지구면적의약30%정도를차지하며암석및토양으로구성된다
2045,立,,立,5,1,,,リツ、（リュウ）、た-つ、た-てる,설 립,1.똑바로서다 2.이루어지다 3.시작되다 4.세우다 5.확립하다
2046,律,,彳,9,6,,,リツ、（リチ）,법칙 률,
2047,慄,,心,13,S,2010,,リツ,떨릴 률,
2048,略,,田,11,5,,,リャク,간략할 략,1.다스리다 2.꾀하다 3.요점 4.대강 5.줄이다
2049,柳,,木,9,S,,,リュウ、やなぎ,버들 류,1.버드나무 2.수양버들
2050,流,,水,10,3,,,リュウ、（ル）、なが-れる、なが-す,흐를 류,1.(잘못된발음은ル) 2.흐르는것 3.유파 4.무리 5.(｢旒｣의통용한자)깃발을세는단어
2051,留,,田,10,5,,,リュウ、（ル）、と-める、と-まる,머무를 류,1.움직이지않게하다 2.그곳에붙들어두다 3.마음을두다 4.보류하다 5.남겨두다
2052,竜,龍,龍,10,S,1981,,リュウ、たつ,용 룡,1.용 2.천자(天子) 3.영웅호걸의비유 4.각별히뛰어난 5.비와물을다스리는신
2053,粒,,米,11,S,,,リュウ、つぶ,낟알 립,1.알 2.낱알 3.(주판의)알
2054,隆,隆,阜,11,S,,,リュウ,높을 륭 ,1.중앙이불룩하다 2.신분·관직이높다 3.번성함 4.흥성하게하다
2055,硫,,石,12,S,,,リュウ,유황 류,1.유황 2.'硫酸りゅうさん'의준말
2056,侶,,人,9,S,2010,,リョ,짝 려,
2057,旅,,方,10,3,,,リョ、たび,나그네 려,"1.살고있는곳을떠나,일시적으로다른곳에가는것 2.여행 3.옛날에는반드시먼곳에가는것에한정되지않고,주거를떠나는것을모두｢たび｣라고했다"
2058,虜,虜,虍,13,S,,,リョ,사로잡을 로,
2059,慮,,心,15,S,,,リョ,생각할 려,1.깊이생각하다 2.근심하다 3.배려하다 4.천박함 5.초조함
2060,了,,亅,2,S,,,リョウ,마칠 료,1.끝나다 2.똑똑하다 3.깨닫다 4.알아들음 5.마치다
2061,両,兩,入,6,3,,,リョウ,두 량,1.(江戸えど시대의)금화의단위 2.'円えん'의속칭 3.냥 4.무게의단위 5.량
2062,良,,艮,7,4,,,リョウ、よ-い,어질 량,1.좋다 2.경사스럽다 3.마음이바르고온순함 4.우수하다 5.질이좋다
2063,料,,斗,10,4,,,リョウ,헤아릴 료,1.추측하다 2.재료 3.양식 4.급여 5.조리하다
2064,涼,,水,11,S,,,リョウ、すず-しい、すず-む,서늘할 량,1.서늘하다 2.삭막하다 3.시원하다 4.쓸쓸하다
2065,猟,獵,犬,11,S,,,リョウ,사냥 렵,1.사냥 2.사냥감
2066,陵,,阜,11,S,,,リョウ、みささぎ,언덕 릉,
2067,量,,里,12,4,,,リョウ、はか-る,헤아릴 량,1.양 2.부피 3.무게 4.분량 5.정도
2068,僚,,人,14,S,,,リョウ,동료 료,1.친구 2.관리 3.동료
2069,領,,頁,14,5,,,リョウ,거느릴 령,
2070,寮,,宀,15,S,,,リョウ,동관 료,기숙사
2071,療,,疒,17,S,,,リョウ,병 고칠 료,병을고치다
2072,瞭,,目,17,S,2010,,リョウ,밝을 료,1.분명하다 2.잘보이다
2073,糧,,米,18,S,,,リョウ、（ロウ）、かて,양식 량,1.양식 2.식량 3.(정신적인)양식 4.밑바탕
2074,力,,力,2,1,,,リョク、リキ、ちから,힘 력,1.힘 2.(육체적인)힘 3.실력 4.노고 5.기력
2075,緑,綠,糸,14,3,,,リョク、（ロク）、みどり,푸를 록,1.녹색 2.푸른빛 3.(초목의)새싹 4.신록의초목 5.초록
2076,林,,木,8,1,,,リン、はやし,수풀 림,1.숲 2.(비유적으로)숲 3.수풀
2077,厘,,厂,9,S,,,リン,이 리,1.리 2.(화폐단위로) 1전(錢)의10분의1 3.(길이의단위로)한치의100분의1 4.(무게의단위로)한돈의100분의1 5.1의100분의1
2078,倫,,人,10,S,,,リン,인륜 륜,1.같은부류 2.사람의도리 3.동료
2079,輪,,車,15,4,,,リン、わ,바퀴 륜,1.고리 2.바퀴 3.(나무통의)테 4.원형
2080,隣,,阜,16,S,,,リン、とな-る、となり,이웃 린,1.옆 2.이웃 3.이웃집
2081,臨,,臣,18,6,,,リン、のぞ-む,임할 림,1.군림하다 2.그장소에가다 3.임하다 4.그곳에있다 5.임시
2082,瑠,,玉,14,S,2010,,ル,맑은 유리 류,⇒りゅう(참조어)
2083,涙,淚,水,10,S,,,ルイ、なみだ,눈물 루,
2084,累,,糸,11,S,,,ルイ,여러/자주 루,
2085,塁,壘,土,12,S,,,ルイ,보루 루,1.성채 2.누 3.베이스
2086,類,類,頁,18,4,,,ルイ、たぐ-い,무리 류,1.류 2.같은종류 3.비슷한것 4.(생물학의분류에서)강(綱)과목(目)대신통속적으로쓰이는말 5.유례
2087,令,,人,5,4,,,レイ,하여금 령,1.분부 2.공포된규정 3.좋다 4.우두머리 5.명령
2088,礼,禮,示,5,3,,,レイ、ライ,예도 례,1.예 2.경례 3.감사 4.사례 5.답례
2089,冷,,冫,7,4,,,レイ、つめ-たい、ひ-える、ひ-や、ひ-やす、ひ-やかす、さ-める、さ-ます,찰 랭,
2090,励,勵,力,7,S,,,レイ、はげ-む、はげ-ます,힘쓸 려,1.힘껏일하다 2.힘쓰다 3.격려하다
2091,戻,戾,戶,7,S,1981,,レイ、もど-す、もど-る,어그러질 려,1.도리에어긋나다 2.탐하다 3.죄 4.돌려보내다 5.어기다
2092,例,,人,8,4,,,レイ、たと-える,법식 례,1.예 2.전례 3.관례 4.여느때 5.일례
2093,鈴,,金,13,S,,,レイ、リン、すず,방울 령,"1.주로금속제로공모양 2.｢かぐらすず｣의준말 3.내부는비어있고,아래쪽에가늘고긴구멍을만들고,안에동으로만든구슬등을넣어,흔들어소리내는것 4.방울 5.<倭名類聚鈔14>"
2094,零,,雨,13,S,,,レイ,떨어질 령/영 령,1.영 2.떨어지다 3.나머지 4.제로 5.영락하다
2095,霊,靈,雨,15,S,,,レイ、リョウ、たま,신령 령,
2096,隷,,隶,16,S,,,レイ,종 례,｢隷書れいしょ｣의준말
2097,齢,齡,齒,17,S,,,レイ,나이 령,1.나이 2.수명의길이 3.연배
2098,麗,,鹿,19,S,,,レイ、うるわ-しい,고울 려,1.곱다 2.화창하다 3.단정하고아름답다
2099,暦,曆,日,14,S,,,レキ、こよみ,책력 력,1.달력 2.일력 3.책력
2100,歴,歷,止,14,5,,,レキ,지낼 력,1.지나다 2.연대가지나다 3.차례차례가다 4.대대로 5.명백하다
2101,列,,刀,6,3,,,レツ,벌일 렬,1.열 2.늘어서는일 3.행렬또는행렬식에서세로로늘어선것 4.늘어선것
